CustomerID,Platform,Age,AgeGroup,Gender,Location,AccountAge_Months,SignupDate,PreferredLanguage,SubscriptionType
CUST00920,Amazon Prime,18,18-24,Male,Chennai,57,2019-04-09,Tamil,Premium
CUST00921,JioHotstar,27,25-34,Female,Chennai,6,2023-06-26,English,Premium
CUST00922,Netflix,34,25-34,Male,Chennai,29,2021-07-19,Marathi,Basic
CUST00923,ZEE5,24,18-24,Male,Mumbai,33,2021-04-01,Tamil,Basic
CUST00924,Netflix,33,25-34,Male,Pune,3,2023-10-02,Hindi,Standard
CUST00925,JioHotstar,18,18-24,Male,Kolkata,2,2023-10-14,Bengali,Family
CUST00926,Amazon Prime,34,25-34,Male,Mumbai,20,2022-04-25,Marathi,Basic
CUST00927,Amazon Prime,33,25-34,Female,Hyderabad,32,2021-04-19,Marathi,Premium
CUST00928,JioHotstar,29,25-34,Male,Jaipur,59,2019-02-02,Tamil,Premium
CUST00929,SonyLiv,32,25-34,Female,Pune,6,2023-06-18,Kannada,Premium
CUST00930,JioHotstar,51,45-54,Male,Delhi,23,2022-02-04,Marathi,Standard
CUST00931,JioHotstar,30,25-34,Female,Mumbai,55,2019-06-21,Gujarati,Premium
CUST00932,SonyLiv,28,25-34,Male,Mumbai,21,2022-04-06,English,Basic
CUST00933,Amazon Prime,30,25-34,Male,Kolkata,30,2021-07-08,Malayalam,Standard
CUST00934,JioHotstar,35,35-44,Male,Lucknow,43,2020-06-10,Marathi,Family
CUST00935,JioHotstar,28,25-34,Female,Delhi,32,2021-05-15,Kannada,Premium
CUST00936,SonyLiv,18,18-24,Female,Jaipur,31,2021-06-05,English,Standard
CUST00937,Netflix,31,25-34,Male,Bangalore,3,2023-09-12,Bengali,Standard
CUST00938,ZEE5,30,25-34,Female,Mumbai,21,2022-03-23,Tamil,Basic
CUST00939,ZEE5,24,18-24,Female,Ahmedabad,34,2021-02-19,Marathi,Premium
CUST00940,Amazon Prime,45,45-54,Male,Kolkata,46,2020-03-11,Marathi,Standard
CUST00941,ZEE5,36,35-44,Male,Kolkata,33,2021-03-29,English,Family
CUST00942,SonyLiv,35,35-44,Male,Kolkata,40,2020-08-20,Gujarati,Basic
CUST00943,Netflix,37,35-44,Female,Jaipur,59,2019-02-08,English,Basic
CUST00944,SonyLiv,25,25-34,Male,Chennai,57,2019-04-12,Bengali,Standard
CUST00945,JioHotstar,20,18-24,Male,Lucknow,54,2019-06-28,Gujarati,Premium
CUST00946,Netflix,18,18-24,Female,Bangalore,53,2019-08-03,Hindi,Standard
CUST00947,Amazon Prime,18,18-24,Male,Lucknow,48,2020-01-09,Gujarati,Family
CUST00948,Netflix,41,35-44,Female,Kolkata,60,2019-01-06,Bengali,Standard
CUST00949,Netflix,45,45-54,Female,Chennai,53,2019-08-12,Tamil,Premium
CUST00950,JioHotstar,39,35-44,Female,Chennai,15,2022-10-07,Marathi,Basic
CUST00951,Netflix,28,25-34,Male,Pune,56,2019-05-12,Gujarati,Family
CUST00952,Netflix,24,18-24,Male,Pune,43,2020-05-25,Malayalam,Standard
CUST00953,Netflix,36,35-44,Male,Pune,14,2022-10-09,Hindi,Premium
CUST00954,SonyLiv,37,35-44,Female,Hyderabad,58,2019-03-17,Telugu,Basic
CUST00955,JioHotstar,33,25-34,Female,Kolkata,56,2019-05-20,Malayalam,Basic
CUST00956,Amazon Prime,18,18-24,Female,Pune,31,2021-06-02,Telugu,Basic
CUST00957,Netflix,28,25-34,Female,Pune,54,2019-06-29,Gujarati,Standard
CUST00958,Amazon Prime,18,18-24,Female,Chennai,15,2022-09-12,Marathi,Standard
CUST00959,Netflix,29,25-34,Female,Mumbai,27,2021-09-27,Marathi,Standard
CUST00960,Amazon Prime,30,25-34,Male,Lucknow,45,2020-04-21,Gujarati,Standard
CUST00961,JioHotstar,53,45-54,Male,Jaipur,18,2022-06-28,Malayalam,Basic
CUST00962,JioHotstar,22,18-24,Female,Bangalore,20,2022-04-21,Gujarati,Standard
CUST00963,Netflix,21,18-24,Male,Ahmedabad,38,2020-10-25,Marathi,Premium
CUST00964,Netflix,34,25-34,Male,Mumbai,33,2021-04-16,Tamil,Premium
CUST00965,SonyLiv,25,25-34,Male,Pune,10,2023-02-27,Hindi,Basic
CUST00966,SonyLiv,24,18-24,Female,Pune,52,2019-09-15,Bengali,Standard
CUST00967,ZEE5,39,35-44,Male,Kolkata,26,2021-10-28,Hindi,Standard
CUST00968,Amazon Prime,28,25-34,Male,Mumbai,16,2022-08-24,Malayalam,Basic
CUST00969,Netflix,35,35-44,Male,Hyderabad,32,2021-04-24,Kannada,Premium
CUST00970,Amazon Prime,22,18-24,Male,Jaipur,12,2022-12-28,Hindi,Family
CUST00971,JioHotstar,51,45-54,Male,Hyderabad,20,2022-04-28,Marathi,Basic
CUST00972,Amazon Prime,50,45-54,Non-Binary,Bangalore,57,2019-04-18,Kannada,Standard
CUST00973,Netflix,31,25-34,Male,Bangalore,14,2022-10-30,Kannada,Standard
CUST00974,Netflix,32,25-34,Male,Delhi,15,2022-09-10,Malayalam,Family
CUST00975,ZEE5,29,25-34,Male,Jaipur,38,2020-11-05,Marathi,Standard
CUST00976,SonyLiv,35,35-44,Male,Kolkata,23,2022-01-29,Gujarati,Standard
CUST00977,ZEE5,29,25-34,Male,Bangalore,7,2023-05-15,Gujarati,Standard
CUST00978,Amazon Prime,42,35-44,Female,Pune,28,2021-08-23,Kannada,Basic
CUST00979,Amazon Prime,18,18-24,Male,Chennai,42,2020-06-30,Tamil,Standard
CUST00980,ZEE5,18,18-24,Female,Bangalore,4,2023-08-19,Hindi,Standard
CUST00981,Amazon Prime,35,35-44,Male,Lucknow,6,2023-06-17,Hindi,Standard
CUST00982,Netflix,39,35-44,Female,Bangalore,5,2023-07-22,Malayalam,Standard
CUST00983,JioHotstar,24,18-24,Female,Hyderabad,35,2021-01-24,Bengali,Basic
CUST00984,JioHotstar,24,18-24,Male,Mumbai,41,2020-08-16,English,Basic
CUST00985,Netflix,34,25-34,Female,Jaipur,50,2019-10-31,Bengali,Family
CUST00986,Amazon Prime,39,35-44,Female,Ahmedabad,45,2020-03-24,Kannada,Premium
CUST00987,Netflix,31,25-34,Female,Bangalore,18,2022-07-07,Kannada,Basic
CUST00988,Amazon Prime,23,18-24,Female,Hyderabad,49,2019-12-07,Marathi,Premium
CUST00989,JioHotstar,18,18-24,Male,Pune,37,2020-12-15,Telugu,Standard
CUST00990,Netflix,36,35-44,Female,Delhi,33,2021-04-05,Kannada,Family
CUST00991,SonyLiv,18,18-24,Female,Lucknow,18,2022-06-30,Kannada,Basic
CUST00992,JioHotstar,27,25-34,Female,Pune,2,2023-10-30,Gujarati,Premium
CUST00993,Amazon Prime,18,18-24,Male,Chennai,27,2021-09-27,Gujarati,Premium
CUST00994,JioHotstar,38,35-44,Male,Kolkata,46,2020-02-26,Bengali,Standard
CUST00995,Netflix,44,35-44,Male,Delhi,59,2019-02-19,Hindi,Family
CUST00996,JioHotstar,29,25-34,Female,Ahmedabad,46,2020-03-04,Bengali,Premium
CUST00997,ZEE5,26,25-34,Female,Delhi,12,2023-01-04,Tamil,Standard
CUST00998,Amazon Prime,25,25-34,Female,Pune,15,2022-09-24,Tamil,Basic
CUST00999,JioHotstar,27,25-34,Male,Hyderabad,44,2020-04-26,Marathi,Basic
CUST01000,ZEE5,18,18-24,Female,Delhi,10,2023-03-03,English,Standard
